text,label
bismillah melayu raya tanah melayu macammacam nama dengar kaji jajahan tanah melayu thread kupaskan serba ban jawi,Normal
berani berjuang meraih hasil sempurna,Normal
aduh lucu banget adek kelas gue pa sma laporan bang field trip taman safari heran dah nyebut nama temennya arisan ama keluarganya aja bawa sekolahan tai arisan,Abusive
gimana sih mainnya dasar asw,Abusive
kehebatan kearifan suku baduy hutan terjaga budaya nafas kehidupan hidup dgn menjaga keseimbangan alam,Normal
yailaah giliran gini aja rame yg ngebela dulu pa idol mati sedih doang diserbu gila an yang sarap ya maap,Abusive
sabar gan babi ga dibilangin,Abusive
umat islam yg ente mksd fpi hti mrk bkn muslim tp penista islam bajingan mrk muslim tdk mgkn berbuat onar pengecut lari dr tgg jwb stlh mesum apa islam apa islam giliran mesum islam berbuat onar islam,Abusive
berdiri keramaian mudah butuh keberanian berdiri,Normal
celeng nya susah bgt dah dibilangin bolot kali yak xf x f x xa,Abusive
cari musuh dasar peranakan cebong kampret,Hate Speech
setuju dpr menteri pejabat negara wajib dipotong presiden tiap pns dipotong jg pegawai swasta dipotong,Normal
cieee menang curang aja bangga dasar babi keparat ga tau malu,Abusive
juara ngibul junjungan ban kampret,Hate Speech
ga keturunan cina sipit,Normal
cepet maju anjing ngendon aja situ berak,Abusive
emang tu cewe sangean dientot,Harassment
takut banci ngegodain jablay mulu dasar gigolo,Harassment
tunjukkan pesan dapatkan diskon menu spesial,Normal
bolot,Abusive
doi tuh native speaker ya mother languagenya english komen dijaga bangsad,Abusive
kitakita aja pernyataan ga ngerasa bangke,Normal
mrk slh tulis slh aja bu mkst nya cebong muda kampungan xf x f x x xf x f x x xf x f x x,Hate Speech
uname absurd first impression gak bikin enak imaginenya gak ganteng typing pa dicoba eue dm enak banget berharap dm,Harassment
kebahagiaan kupukupu mengejar kupukupu terbang diam kupukupu menghampiri bersandar bahumu,Normal
stw singaraja suka kontol url,Harassment
kafir haram pemimpin nyet,Abusive
player player tim monyet,Abusive
ceruk pasar pasar yg lbh tp pasar pst butuh cth asuransi pensiunan tentara u tuh ga org pensiunan tentara tp sekalinya pensiunan tentara pst asuransi tsb alat kebutuhan org cacat ga org cacat ta,Normal
emang kyai staquf nyebut suku ra biar mudah dipahami nalar ente yg bahlul ane ente arab yg yg ente sembah aja gk ane sodorin arab ban saud yg pro israel eh ente pura,Hate Speech
ngelakuin dosa ya ani sandi sampe bully rendahkan terus an bnyk orng yg jahat licik yg sebenarny bully rendahkan dunia kejam kawan xf x f x xa,Normal
om kalo om belajar agama budha hindu yg bener ga bgini coba belajar yg bener ya buka mulut,Normal
pengalaman yg kerja part time cina best kerja melayu haha,Hate Speech
gakuat karna jijik ku cepetin xf x f x x c berasa yg dikejar yaaa sampe napa aja sungkan wkwkwk,Normal
parah dah si aseng matanya sipit ngeliat musuh,Hate Speech
hehehe akhirnyaternyata pasar global jgtdk terbatas lokal masi aseng asing jujur saja xf x f x x xf x f x x xf x f x x xf x f x x xf x f x x,Hate Speech
gua daiping mampus lu cok,Abusive
omong kosong dah taktik ganti ganti maen ga kayak kayak kebo gitu aja,Abusive
marahin rp panggil sipit hoshi suka matanya mana sepele ah fisik mungkin dipakai definisi hoshi memiliki mata sipit deh,Hate Speech
otak makelar penjual asset negara maling asset negara xf x f x x user pertamina jual isi tka tiongkok xe x d x gantipresiden url,Abusive
akun siti fatimah amp yg komen lamannya diringkes ajaparah amp bejat memalukan bp semoga sehat sabar amp semangat suarakan kebenaran,Abusive
cina bangsat sdh kafir haram lagi hikshikshiks,Hate Speech
setuju ancurin semua yang mainnya ga karuan url,Abusive
berharap apapun terkejut kecewa,Normal
onta tu nsd,Abusive
umpannya pake tu biar mancing dpt buaya,Normal
komunis berabtad pki kecoak makan kecoak,Abusive
penuhilah dirimu orangorang mencoba menghisap aura positif mu,Normal
mata loee picek ya matamu picek blok xf x f x x xf x f x x,Abusive
indonesia bertahan kekuatan ekonomi politik penghuninya memilih bekerjasama menyimpan perbedaan agama,Normal
membicarakan berbahagialah,Normal
a clara anak pinter dongo koplak cantik idot gatau malu urat malu putus butt muka nya imut bgt,Abusive
menag riset ptkin jgn berorientasi publikasi artikel scopus sejenisnya outputnya hr tantangan umat islam ptkin pangkalan data sbg rujukan pembangunan database ulama nusantara shg g,Normal
presiden buruk sejarah bangsa cebong,Hate Speech
me nusantara dlm arti nasionalisasi asset yg dikuasai asing hny pemimpin yg sungguh nasionalis patriotis nusantara versi proxy hny bertujuan lemahkan ketahanan nusantaranasional bangsa,Normal
foto profile nya pesawat tp msh b blg jgn cintai produk asingdari sederhana sajakita sdh b mengukur parahnya tingkat kemunafikan mulbh lgs terjun pesawat biar ucapan sesuai dgn perbuatan,Normal
remukan rengginang cocot ah,Abusive
cewe ngentot yuk mosok maen game virtual mulu kali maenlah abang kontol abang gede loh,Harassment
kontol gua ni isepin lo ga omong gitu,Harassment
okeydokey w emang hunkydory sans ygy,Normal
ayo pilih alin aja alin tuh bawel banget diomongin ngeliat banci dijalanan aja omongin,Normal
orang baper ga berkembang loh takut deket deket lo,Normal
prof prof bilang pendapat tdk forum terbuka ngaco tdk biarkan prof pemuka agama ulama melur,Normal
biadab tuh oknum aparat keparat,Abusive
hahahaha jancuk gg banget maennya,Normal
untung aja ketemu temen savage g nyesel gb in,Normal
kaisoo couple hangat bandara tanggal maret kemarin nggak kalah hunhan korea cina cina korea kai demen banget deketdeket do kaisoofact,Normal
wuakkakaa mampuss ga salah gue diblock sama lo gaya lo toong toong,Abusive
orang asing ngobrol bosen nunggu transit temenan sampe,Normal
mata picek matanya lihat sebelah,Abusive
maaf twiter kali dbuat orang bego,Normal
ha ha kocak kalabong emang dungu,Abusive
catatan buka dilupakan pengalaman pilkada dki jakarta diusung partai gerindra berhasil menumbangkan petahana diusung koalisi dimotori,Normal
mengenal walpri perempuan pilkada bondowoso radar jember,Normal
disana mayoritas budha jg pendetanya yg demo kau googling video demo thailand biar tau,Normal
komunis bermain,Abusive
suka kesel orang pa gua jadian confess gua giliran gua jomlo kemana tau ngomong silit,Abusive
ehhhhh bandot lu kritik gw ampe mencret darah is ok tpi klo lu hina fitnah gw ambil tindakan,Abusive
balas gima usir budha ajar etnis muslim rohingya disingkirkan data sensus penduduk myanmar,Hate Speech
astagfirullah mata gw ternodai terkutuk kau yg ngert bokep xf x f x xad,Harassment
allah memanggil orang mamputetapi allah memampukan mauyang rinduyang baitullah,Normal
kntl ye apus ga,Abusive
pengobatan monyet kedih url,Normal
pergi lo bangkai,Abusive
kebingungan ditoleransi bikin gw mikir alasan katolik paus wakil kristus,Normal
udah ketawa kunti,Normal
aamiin ya rabb tolong indonesia ya alah dgn yg lebiiihhhh,Normal
junggler tolol disuruh turtle buff,Abusive
amin smoga istiqomah jgn khawatir cibiran org anggap aja ujian ingat org yg dulunya suram kafir taubat tokoh pejuang agama islam,Normal
video call gubernur dinas istanbul turkey video call melaporkan hiburan malam karaoke sense amp diskotik exotic ditutup hormat kera dibantu ole,Normal
bela adl pancasila kedaulatan negara mendukung lengserkan ancaman nyata,Abusive
si cina kutil babi,Hate Speech
maen memek gak sih babi,Harassment
hajar ndan ganyang noob,Abusive
bangke sampe kg bsa tidur siang,Abusive
duh kasian jg jadi goregan musuh,Normal
amiinnnn semoga menang ya broh,Normal
gak menikah sekalidaripada menyimpang lgbtmenikahlah hidup berkahdunia sdh rusak dgn perzinahan gerakan stop perkawinan,Normal
maen mm gak sih babi,Abusive
berdayakan ekonomi pesantren ulama jawa barat,Normal
semangat kantor staf presiden terdepan publikasikan kegiatan presiden rakyat tau presiden kerja kera membangun bangsa kerja kerja kerja,Normal
bacot cocot,Abusive
ulti character gimana cok,Abusive
kristen nusantara conth hkbp huria krsten batak protestan gkj greja kristen jawa gereja pasundan gereja manado gereja maluku gereja papua dll masing ciri khas sesuai tradisi suku,Normal
tahun dah segitu ya bentar utang sby njiiieng,Abusive
masyarakat tionghoa yg pancasialis dr jowo cm nggak terekpos aja contoh nyata kwik ekonom ustadz felix siauw xf x f x x,Hate Speech
ulti character gimana ajg,Abusive
negara kayak menipu bocah sd aje dokumennya hilang fuih,Abusive
allah swt disembah dungu biadab ya,Abusive
lord cok buta map memek ajg,Harassment
perbanyaklah membaca cerdas biar gak dicap goblok v justkidding nb orang iq diatas ratarata mengerti tulisan v,Normal
sukses muda nunggu tua,Normal
burik iya yg gitu burik panuan kutuan jamuran hah emang rang ajar,Abusive
we jancuk ngapain belajar,Abusive
lord cok buta map mm ajg,Abusive
kalo jaman gue smp negeri kami pake baju kotak kayak seragam sekolah kristen gitu jumatnya diwajibin pake celana doang ga pake baju koko yah xf x f x x,Normal
najis lo ngedm gajelas dm gue ga dibales bodo gue doain pentaslo ga menang,Abusive
jd cowo bacot si ajg gua gampar aja,Abusive
mayoritas yang maen sini jago semua bray,Normal
minimal mm map gedein cuk,Abusive
exp beban ngefeed,Abusive
mngkin sya bkan org baikdan sya anggap baikpaling tdk sya tdk munafik dgn berpurabaikkarena yg terpenting sya berbuat,Normal
dlm kristen prinsip inkulturisasi dlm agama bgmn mjd katholik yg indonesia kristen yg indonesia yg asing islam yg kental arab,Normal
dibilang mundur maju anjg,Abusive
kalo maju mundur aja ga war ngentod aja anak,Harassment
barusan dongo dongoin pemotor yg klakson bertubi lampu merah woy dongo brisik norak pas nengok taunya temen smp dia chaink aku nangis nganti metu eluh getih puteeeh,Abusive
dasar kampungan lo maennya payah ga bagusnya,Abusive
versi terbaik dirimu versi kelas orang,Normal
the lie tju siswi kelas b smp katolik santo petrus istrinya ronaldo pardede siswa kelas a smp katolik santo petrus,Normal
nggak pernah dengar main gini sambil ngotot,Normal
lo tuh yg bencong bacot lo lebih cewe kaya banci yg ngamen gak dikasih duit bacotnya xf x f x x xf x f x x xf x f x x mending lo cakep mah jelek kaya gitu madesu xf x f x x xf x f x x mentioned gw langsung quote tweet xf,Harassment
cina lg cina lg usir aj ya merusak sih kerjaannya,Hate Speech
ayoh bangsa indonesia bersihkan etnis cina kapir,Hate Speech
tolong kalo liat bok ya manggilnya pa lg berpapasan aja buta budek lg nunggu xe x xa,Normal
enak bgt yah om jawabannya gmn klo udah bom sby jgn diperdebatkan tersangkanya udah meninggal,Normal
kafir alquransitu sehat,Abusive
gua entod lo cewe jablay ga tau malu,Harassment
kelakuan pada bejad semua sombongnya ga aturan giliran maen g bisa ulti,Abusive
didungukan islam quran mengajarkan amoral ansor agama islam posisi moralnya,Abusive
owner seo tae adminnya hiring bebs xce xb xce xb xcf x xd xbc xcf x xd x xc x xce xb xd xbcs,Normal
okesip otak bolot gue konfyus,Normal
konyol babi ph beban team,Abusive
perek lo gimana sih sdh dool ya,Harassment
pilih presiden yg orang tua nya pengkhianat negara,Abusive
udah deh ga usah bahas politik pas maen ga jelas tau dasar bgst,Abusive
tolol ngaji dimana kau kl agama islam sprti ketahuan orang ngajinya sm orang ngk,Abusive
new post festival pesona tambora angkat eksotisme alam budaya dompu bima,Normal
bang kristen istrinya muslim strategi,Normal
kapan lagi kita bisa mabar sama yutuber seru gini,Normal
cebong kasih fakta bilang dusta cebong dikasih dusta bilang realita cebongers emang bikin gemes xf x f x x,Hate Speech
cina kafir mahbangsat lu dasar komunis,Hate Speech
rakyat kaum ban cebong,Hate Speech
gitu aja nangis cupu lo,Abusive
kangen edan,Normal
ohh mami kontolku jari pusat akumungkin ngentot mamimami kecapaian,Harassment
halhal hebat lakukan halhal hebat,Normal
orangorang maha nan suci maunya sih penghina presiden dilepas umur ngeluhnya nggak ditahan cina kalau ditahan ngeluhnya pemerintah orba njuk geleme piye su,Hate Speech
dasar antek aseng mamarika udah jiwa kacung kelakuan jongos lengkap banget ketololan lo,Hate Speech
disiplin jembatan tujuan pencapaian,Normal
peresmian pemberkatan gereja katolik hati kudu yesus batu gantung ambon,Normal
kaga ngeliat ngerasa wkakak gua ngerasa tot sma setan,Harassment
eh wartawan selandia kampret berita kampret disebar wag konferensi pers tdk dilakukan xe x xa,Abusive
payah lu ah mainnya ga becus,Abusive
pemandangan menyedihkan anak muda pesimistis,Normal
sensasi ngentot cewek cantik berhijab,Harassment
bro ciri cebong adu domba so lugu namanya cebong buzzer recehan yg begini xf x f x x xf x f x x xf x f x x,Abusive
main kaya bencong lenggak lenggok gaje,Harassment
main cacat payah bat,Abusive
mulut bau bau bacin bacot aja bisanya maen jelek,Abusive
mohon maaf tu cewe pikiranku telanjang penuh gairah,Harassment
ga berani sepertinyaminoritas tau pasrahh pembalasan milik tuhan allah,Normal
napadah shopee kampang,Abusive
bu perpustakaan orangnya bisu ya bu hah emang knp nak tuh diem an ga yg bersuara,Normal
lu baca bandingkan modal dgn hasil diperpanjang dasar antek asing,Hate Speech
kerjaan tugas prakarya seni budaya,Normal
kolam buaya kagak qey,Normal
kegagalan hidup orangorang menyadari betapa dekatnya kesuksesan menyerah,Normal
inovasilah membedakan pemimpin pengikut,Normal
musti balas dendam ni cina bgst kemarin pake duit menang,Hate Speech
klo busuk mawati beragama islam takut dg sendiri gejala gila nich nenek,Abusive
salah obyek vital yg pengamanannya lemah gedung dpr smg dgn disahkannya uu antiterorisme yg dpr sasaran bom bunuh amin doa terkabul xf x f x x,Normal
jalan platform ya di fb jalan bom gede klo dapet,Normal
gw tu musuh org item kriting gpp orang item gampang dibodohin,Hate Speech
lo cacat,Abusive
hahahaha roti buaya mah nikahan,Normal
orangorang tu emang bajingan,Abusive
me every night aaaaa anjeng gue malu bangsad ilang aja aaaaaaaaa sih gue jijik banget aaaaaaaaa sih gue nggak danta aaaaaaaaaaa ilang aja aaaaaaaaaaaaaaa,Abusive
terus alus nya puji butut nya butut goblog goblog,Abusive
sabar gua mah adek kunyuk yg bau kek sempak kuda,Abusive
tuhan iblis iblis tuhan agama onta,Abusive
sukses kunci kebahagiaan kebahagiaan kunci sukses menyukai lakukan sukses,Normal
jendral propaganda perang propaganda dgn jualan utamanya pki cinaisasi,Hate Speech
ngentot donk,Harassment
pekerjaan mudah sulit teruslah menunda melakukannya,Normal
ngakak mainnya si onta arab,Hate Speech
kumpulan player sampah emang kelakuan persis kaya sampah,Abusive
bak orang indonesia tu pelaburan wujudkan peluang perkerjaan pelaburan penjajahan ekonomi kesal ubah selagi,Normal
knp tdk hindu nusantarabudha nusantarakhonghucu nusantarakristen nusantarswhats wrong why coba argumennya prof ngopi amp guyon xf x f x x,Normal
aja orang berpendidikan berpikir ekonomi syariah ekonomi pembangunan ekstrimis,Normal
blm buzzer idiot,Abusive
mendengar suara bom guntur geledek petir gunung meletus mendengar suara tangismu berbuat apaapa sidomi,Normal
maju lu anjing by,Abusive
manusia otak dungu yg teriakteriak bubarkan pki buku dibaca jgn bodoh otak kosong mulut nyap nyap,Abusive
kisah pengemis yahudi buta xf x f x xa,Normal
sukses berjalan kegagalan kegagalan kehilangan antusiasme,Normal
cebong emang jagonya bikin sebar hoax,Abusive
kreatifitas masyarakat desa berdaya tiada bata meningkatkan prekonomian menghidupkan roda ekonomi mikro desa salam berdaya desa sengonprambanan sharinghappiness,Normal
pki lbh ramerame antek komunis opini steitmen mengaburkan kebangkitan pki,Abusive
balas dendam terbaik meraih sukses,Normal
gelap gelap kerana malam gelap mata kerana buta gelap otak tiada ilmu gelap hati tiada agama gelap hidup tiada kerja,Normal
revisi hukum pidana memasukkan klausul psk sukarela dibutuhkan indonesia gencar mempromosikan surga wisata internasional senyatanya memagari url,Normal
yolo aja setahun ketemu atlit esport lurking,Normal
woi bolot,Abusive
bicaranya yg remeh temeh spt kalajengking krn belio tau oposisinya spt nyinyir jd stress stroke sendirikrn emang dosen ga lakubacot gede hasil karya ga anak asuhnya mayor dungu,Abusive
rahasia hidup sukses menemukan takdir melakukannya,Normal
kalo pasar nemu tukang jualan pisang makiin aja abangnya gara gara pendukung lgbt haduh xe x xa,Harassment
setipe dibelain kata andalan cebong pemuas syahwatnya xf x f x x xf x f x x xf x f x x,Abusive
ajak muslim cari muhammad enak cocok penis bangsa susah,Harassment
eh dungu ngapain lu mensen gue muter alun gue lu forward berita analisa kelompok maho yg cerdas wk wk wk,Abusive
